mag,place,time,updated,tz,url,detail,felt,cdi,mmi,alert,status,tsunami,sig,net,code,ids,sources,types,nst,dmin,rms,gap,magType,type,title
1.4,"19 km NE of Sutcliffe, Nevada",1653504190991,1653532801199,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00839588,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00839588&format=geojson,,,,,reviewed,0,30,nn,00839588,",nn00839588,",",nn,",",origin,phase-data,",10.0,0.214,0.1627,147.79,ml,earthquake,"M 1.4 - 19 km NE of Sutcliffe, Nevada"
0.8,"20 km NNE of Sutcliffe, Nevada",1653504124899,1653532830595,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00839649,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00839649&format=geojson,,,,,reviewed,0,10,nn,00839649,",nn00839649,",",nn,",",origin,phase-data,",7.0,0.211,0.1322,242.08,ml,earthquake,"M 0.8 - 20 km NNE of Sutcliffe, Nevada"
1.88,"13 km SSE of Volcano, Hawaii",1653504052960,1653506991000,,https://earthquake.usgs.gov/earthquakes/eventpage/hv73023032,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv73023032&format=geojson,,,,,reviewed,0,54,hv,73023032,",hv73023032,",",hv,",",origin,phase-data,",22.0,,0.06,84.0,md,earthquake,"M 1.9 - 13 km SSE of Volcano, Hawaii"
1.4,"36 km N of Chickaloon, Alaska",1653504034835,1653505643323,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0226o3vru1,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0226o3vru1&format=geojson,,,,,automatic,0,30,ak,0226o3vru1,",ak0226o3vru1,",",ak,",",origin,phase-data,",,,0.47,,ml,earthquake,"M 1.4 - 36 km N of Chickaloon, Alaska"
1.6,"60 km S of Whites City, New Mexico",1653503831399,1653599057544,,https://earthquake.usgs.gov/earthquakes/eventpage/tx2022kenh,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=tx2022kenh&format=geojson,,,,,reviewed,0,39,tx,2022kenh,",tx2022kenh,",",tx,",",origin,phase-data,",18.0,0.0726827043,0.2,61.0,ml,earthquake,"M 1.6 - 60 km S of Whites City, New Mexico"
2.19,"9 km E of P?hala, Hawaii",1653503225580,1653503556820,,https://earthquake.usgs.gov/earthquakes/eventpage/hv73023022,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv73023022&format=geojson,,,,,automatic,0,74,hv,73023022,",hv73023022,",",hv,",",origin,phase-data,",39.0,,0.119999997,163.0,ml,earthquake,"M 2.2 - 9 km E of P?hala, Hawaii"
1.35,"1km ESE of Round Valley, CA",1653503198560,1653535276509,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73737836,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73737836&format=geojson,,,,,reviewed,0,28,nc,73737836,",nc73737836,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",20.0,0.06123,0.04,60.0,md,earthquake,"M 1.4 - 1km ESE of Round Valley, CA"
-0.72,"9 km WNW of Dutch Harbor, Alaska",1653503083950,1653537905160,,https://earthquake.usgs.gov/earthquakes/eventpage/av91060163,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91060163&format=geojson,,,,,reviewed,0,0,av,91060163,",av91060163,",",av,",",origin,phase-data,",4.0,,0.09,191.0,ml,earthquake,"M -0.7 - 9 km WNW of Dutch Harbor, Alaska"
1.4,"14km W of Searles Valley, CA",1653502948710,1653511338590,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40026535,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40026535&format=geojson,,,,,reviewed,0,30,ci,40026535,",ci40026535,",",ci,",",focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",25.0,0.0694,0.13,85.0,ml,earthquake,"M 1.4 - 14km W of Searles Valley, CA"
-0.79,"60 km SE of Pedro Bay, Alaska",1653502420470,1653538092130,,https://earthquake.usgs.gov/earthquakes/eventpage/av91060168,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91060168&format=geojson,,,,,reviewed,0,0,av,91060168,",av91060168,",",av,",",origin,phase-data,",7.0,,0.16,147.0,ml,earthquake,"M -0.8 - 60 km SE of Pedro Bay, Alaska"
1.0,"15 km N of Walker Lake, Nevada",1653502281430,1653601257169,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00839805,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00839805&format=geojson,,,,,reviewed,0,15,nn,00839805,",nn00839805,",",nn,",",origin,phase-data,",5.0,0.256,0.0828,329.23,ml,earthquake,"M 1.0 - 15 km N of Walker Lake, Nevada"
1.59,"2 km E of South Hills, Montana",1653502215160,1653590305650,,https://earthquake.usgs.gov/earthquakes/eventpage/mb80547129,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=mb80547129&format=geojson,,,,,reviewed,0,39,mb,80547129,",mb80547129,",",mb,",",origin,phase-data,",8.0,0.07,0.19,203.0,ml,quarry blast,"M 1.6 Quarry Blast - 2 km E of South Hills, Montana"
0.82,"14km ESE of Wofford Heights, CA",1653502108790,1653512036382,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40026519,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40026519&format=geojson,,,,,reviewed,0,10,ci,40026519,",ci40026519,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",19.0,0.054,0.14,77.0,ml,earthquake,"M 0.8 - 14km ESE of Wofford Heights, CA"
1.2,"45 km NNW of Glacier View, Alaska",1653501922831,1653502013242,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0226o3o8u3,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0226o3o8u3&format=geojson,,,,,automatic,0,22,ak,0226o3o8u3,",ak0226o3o8u3,",",ak,",",origin,phase-data,",,,0.4,,ml,earthquake,"M 1.2 - 45 km NNW of Glacier View, Alaska"
0.98,"6km W of Cobb, CA",1653501817850,1653504553323,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73737826,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73737826&format=geojson,,,,,automatic,0,15,nc,73737826,",nc73737826,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",20.0,0.008868,0.02,44.0,md,earthquake,"M 1.0 - 6km W of Cobb, CA"
0.52,"5km SE of Coso Junction, CA",1653501432530,1653512339413,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40026511,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40026511&format=geojson,,,,,reviewed,0,4,ci,40026511,",ci40026511,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",10.0,0.02172,0.07,208.0,ml,earthquake,"M 0.5 - 5km SE of Coso Junction, CA"
1.8,"61 km W of Nanwalek, Alaska",1653501068344,1653501832528,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0226o3cmzb,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0226o3cmzb&format=geojson,,,,,automatic,0,50,ak,0226o3cmzb,",ak0226o3cmzb,",",ak,",",origin,phase-data,",,,0.56,,ml,earthquake,"M 1.8 - 61 km W of Nanwalek, Alaska"
0.6,"15 km NNE of Sutcliffe, Nevada",1653500549886,1653532829697,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00839647,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00839647&format=geojson,,,,,reviewed,0,6,nn,00839647,",nn00839647,",",nn,",",origin,phase-data,",4.0,0.199,0.0909,226.3,ml,earthquake,"M 0.6 - 15 km NNE of Sutcliffe, Nevada"
-0.1,"51 km ESE of Beatty, Nevada",1653500471666,1653600144275,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00839801,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00839801&format=geojson,,,,,reviewed,0,0,nn,00839801,",nn00839801,",",nn,",",origin,phase-data,",5.0,0.061,0.1244,170.29,ml,earthquake,"M -0.1 - 51 km ESE of Beatty, Nevada"
0.62,"7km SSW of Pearblossom, CA",1653500323310,1653510119581,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40026479,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40026479&format=geojson,,,,,reviewed,0,6,ci,40026479,",ci40026479,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",11.0,0.006109,0.1,64.0,ml,earthquake,"M 0.6 - 7km SSW of Pearblossom, CA"
2.57,"8km SE of Piru, CA",1653499795340,1653620664948,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40026471,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40026471&format=geojson,15.0,2.7,,,reviewed,0,106,ci,40026471,",ci40026471,us7000hcgz,",",ci,us,",",dyfi,focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",80.0,0.07051,0.22,42.0,ml,earthquake,"M 2.6 - 8km SE of Piru, CA"
2.3,"19 km NW of Stanton, Texas",1653499608482,1653587708766,,https://earthquake.usgs.gov/earthquakes/eventpage/tx2022kekw,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=tx2022kekw&format=geojson,,,,,reviewed,0,81,tx,2022kekw,",tx2022kekw,",",tx,",",origin,phase-data,",10.0,0.03587083003,0.2,71.0,ml,earthquake,"M 2.3 - 19 km NW of Stanton, Texas"
0.62,"7km WSW of Anza, CA",1653499300470,1653508815321,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40026463,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40026463&format=geojson,,,,,reviewed,0,6,ci,40026463,",ci40026463,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",24.0,0.03718,0.08,42.0,ml,earthquake,"M 0.6 - 7km WSW of Anza, CA"
1.53,"13km WNW of Toms Place, CA",1653499010970,1653605051090,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73737816,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73737816&format=geojson,,,,,reviewed,0,36,nc,73737816,",nc73737816,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",23.0,0.02827,0.03,115.0,md,earthquake,"M 1.5 - 13km WNW of Toms Place, CA"
-0.65,"12 km W of Akutan, Alaska",1653498928630,1653536068800,,https://earthquake.usgs.gov/earthquakes/eventpage/av91060158,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91060158&format=geojson,,,,,reviewed,0,0,av,91060158,",av91060158,",",av,",",origin,phase-data,",10.0,,0.25,57.0,ml,earthquake,"M -0.7 - 12 km W of Akutan, Alaska"
1.5,"10 km W of Diamond Ridge, Alaska",1653498395345,1653499435250,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0226o331wu,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0226o331wu&format=geojson,,,,,automatic,0,35,ak,0226o331wu,",ak0226o331wu,",",ak,",",origin,phase-data,",,,0.38,,ml,earthquake,"M 1.5 - 10 km W of Diamond Ridge, Alaska"
-0.67,"Fox Islands, Aleutian Islands, Alaska",1653497484100,1653534769900,,https://earthquake.usgs.gov/earthquakes/eventpage/av91060153,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91060153&format=geojson,,,,,reviewed,0,0,av,91060153,",av91060153,",",av,",",origin,phase-data,",10.0,,0.23,58.0,ml,earthquake,"M -0.7 - Fox Islands, Aleutian Islands, Alaska"
-0.3,"22 km ESE of Hawthorne, Nevada",1653497389069,1653599768503,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00839799,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00839799&format=geojson,,,,,reviewed,0,0,nn,00839799,",nn00839799,",",nn,",",origin,phase-data,",7.0,0.038,0.0685,192.63,ml,earthquake,"M -0.3 - 22 km ESE of Hawthorne, Nevada"
1.3,"12 km WSW of Quinton, Oklahoma",1653497368059,1653570780753,,https://earthquake.usgs.gov/earthquakes/eventpage/ok2022kejt,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ok2022kejt&format=geojson,,,,,reviewed,0,26,ok,2022kejt,",ok2022kejt,",",ok,",",origin,phase-data,",44.0,0.1223759857,0.26,93.0,ml,earthquake,"M 1.3 - 12 km WSW of Quinton, Oklahoma"
2.04,"5km N of Lancaster, CA",1653495906380,1653610451286,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40026375,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40026375&format=geojson,1.0,2.0,,,automatic,0,64,ci,40026375,",ci40026375,",",ci,",",dyfi,nearby-cities,origin,phase-data,scitech-link,",10.0,0.1306,0.28,172.0,ml,earthquake,"M 2.0 - 5km N of Lancaster, CA"
1.1,"28 km NW of Valdez, Alaska",1653495852049,1653496944691,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0226o2lfeb,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0226o2lfeb&format=geojson,,,,,automatic,0,19,ak,0226o2lfeb,",ak0226o2lfeb,",",ak,",",origin,phase-data,",,,0.57,,ml,earthquake,"M 1.1 - 28 km NW of Valdez, Alaska"
2.8,"56 km SSW of Nelson Lagoon, Alaska",1653495686980,1653534694040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000hcgk,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000hcgk&format=geojson,,,,,reviewed,0,121,us,7000hcgk,",us7000hcgk,",",us,",",origin,phase-data,",,0.243,0.48,176.0,ml,earthquake,"M 2.8 - 56 km SSW of Nelson Lagoon, Alaska"
2.16,"5 km SSE of Guánica, Puerto Rico",1653495564190,1653496800500,,https://earthquake.usgs.gov/earthquakes/eventpage/pr71350713,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr71350713&format=geojson,,,,,reviewed,0,72,pr,71350713,",pr71350713,",",pr,",",origin,phase-data,",7.0,,0.14,223.0,md,earthquake,"M 2.2 - 5 km SSE of Guánica, Puerto Rico"
2.31,"2 km W of Indios, Puerto Rico",1653494507310,1653496414670,,https://earthquake.usgs.gov/earthquakes/eventpage/pr71350703,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr71350703&format=geojson,,,,,reviewed,0,82,pr,71350703,",pr71350703,",",pr,",",origin,phase-data,",12.0,,0.18,138.0,md,earthquake,"M 2.3 - 2 km W of Indios, Puerto Rico"
1.4,"94 km SSE of Ruby, Alaska",1653494485748,1653494623541,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0226o2gizi,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0226o2gizi&format=geojson,,,,,automatic,0,30,ak,0226o2gizi,",ak0226o2gizi,",",ak,",",origin,phase-data,",,,0.81,,ml,earthquake,"M 1.4 - 94 km SSE of Ruby, Alaska"
0.03,"7km SW of Pearblossom, CA",1653494417100,1653504222375,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40026351,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40026351&format=geojson,,,,,reviewed,0,0,ci,40026351,",ci40026351,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",5.0,0.007914,0.09,181.0,ml,earthquake,"M 0.0 - 7km SW of Pearblossom, CA"
1.14,"3km ESE of Aromas, CA",1653494169760,1653505511418,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73737806,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73737806&format=geojson,,,,,reviewed,0,20,nc,73737806,",nc73737806,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",23.0,0.01772,0.08,78.0,md,earthquake,"M 1.1 - 3km ESE of Aromas, CA"
0.4,"20 km NE of Sutcliffe, Nevada",1653493583279,1653532828924,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00839646,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00839646&format=geojson,,,,,reviewed,0,2,nn,00839646,",nn00839646,",",nn,",",origin,phase-data,",5.0,0.215,0.0877,241.93,ml,earthquake,"M 0.4 - 20 km NE of Sutcliffe, Nevada"
0.44,"6km NNE of Lake Henshaw, CA",1653492913800,1653510300314,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40026343,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40026343&format=geojson,,,,,reviewed,0,3,ci,40026343,",ci40026343,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",26.0,0.05878,0.15,63.0,ml,earthquake,"M 0.4 - 6km NNE of Lake Henshaw, CA"
0.5,"20 km NNE of Sutcliffe, Nevada",1653492903851,1653532798452,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00839581,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00839581&format=geojson,,,,,reviewed,0,4,nn,00839581,",nn00839581,",",nn,",",origin,phase-data,",4.0,0.213,0.0498,243.55,ml,earthquake,"M 0.5 - 20 km NNE of Sutcliffe, Nevada"
1.0,"62 km WNW of Anchor Point, Alaska",1653492636545,1653492831285,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0226o21c0k,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0226o21c0k&format=geojson,,,,,automatic,0,15,ak,0226o21c0k,",ak0226o21c0k,",",ak,",",origin,phase-data,",,,0.7,,ml,earthquake,"M 1.0 - 62 km WNW of Anchor Point, Alaska"
-0.41,"28 km SW of Akutan, Alaska",1653492357460,1653534366230,,https://earthquake.usgs.gov/earthquakes/eventpage/av91060148,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91060148&format=geojson,,,,,reviewed,0,0,av,91060148,",av91060148,",",av,",",origin,phase-data,",6.0,,0.15,319.0,ml,earthquake,"M -0.4 - 28 km SW of Akutan, Alaska"
0.94,"12km N of Borrego Springs, CA",1653492279120,1653509873390,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40026335,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40026335&format=geojson,,,,,reviewed,0,14,ci,40026335,",ci40026335,",",ci,",",focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",55.0,0.04703,0.2,38.0,ml,earthquake,"M 0.9 - 12km N of Borrego Springs, CA"
1.21,"12km NNW of Borrego Springs, CA",1653491331890,1653503474400,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40026319,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40026319&format=geojson,,,,,reviewed,0,23,ci,40026319,",ci40026319,",",ci,",",focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",64.0,0.04643,0.21,29.0,ml,earthquake,"M 1.2 - 12km NNW of Borrego Springs, CA"
1.07,"20km SW of Ocotillo Wells, CA",1653491230250,1653502630320,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40026303,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40026303&format=geojson,,,,,reviewed,0,18,ci,40026303,",ci40026303,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",48.0,0.07207,0.19,40.0,ml,earthquake,"M 1.1 - 20km SW of Ocotillo Wells, CA"
5.2,South Indian Ocean,1653491114232,1653534333040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000hcf5,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000hcf5&format=geojson,,,,,reviewed,0,416,us,7000hcf5,",us7000hcf5,",",us,",",moment-tensor,origin,phase-data,",,7.18,0.81,29.0,mww,earthquake,M 5.2 - South Indian Ocean
-0.06,"9km S of Searles Valley, CA",1653491026320,1653512182398,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40026295,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40026295&format=geojson,,,,,reviewed,0,0,ci,40026295,",ci40026295,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",6.0,0.1036,0.09,185.0,ml,earthquake,"M -0.1 - 9km S of Searles Valley, CA"
-1.2,"62 km ENE of Pedro Bay, Alaska",1653491014770,1653541689180,,https://earthquake.usgs.gov/earthquakes/eventpage/av91572901,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91572901&format=geojson,,,,,reviewed,0,0,av,91572901,",av91572901,",",av,",",origin,phase-data,",5.0,,0.13,105.0,ml,earthquake,"M -1.2 - 62 km ENE of Pedro Bay, Alaska"
-0.48,"28 km SW of Akutan, Alaska",1653491010460,1653533528980,,https://earthquake.usgs.gov/earthquakes/eventpage/av91060143,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91060143&format=geojson,,,,,reviewed,0,0,av,91060143,",av91060143,",",av,",",origin,phase-data,",6.0,,0.05,327.0,ml,earthquake,"M -0.5 - 28 km SW of Akutan, Alaska"
-0.53,"0 km WSW of Condon, Montana",1653490736270,1653496085960,,https://earthquake.usgs.gov/earthquakes/eventpage/mb80546954,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=mb80546954&format=geojson,,,,,reviewed,0,0,mb,80546954,",mb80546954,",",mb,",",origin,phase-data,",8.0,0.195,0.12,179.0,md,earthquake,"M -0.5 - 0 km WSW of Condon, Montana"
1.89,"3 km WSW of Indios, Puerto Rico",1653490706150,1653491915440,,https://earthquake.usgs.gov/earthquakes/eventpage/pr71350698,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr71350698&format=geojson,,,,,reviewed,0,55,pr,71350698,",pr71350698,",",pr,",",origin,phase-data,",8.0,,0.1,181.0,md,earthquake,"M 1.9 - 3 km WSW of Indios, Puerto Rico"
1.33,"8km NNE of Boonville, CA",1653490073070,1653510191846,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73737796,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73737796&format=geojson,,,,,reviewed,0,27,nc,73737796,",nc73737796,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",18.0,0.08413,0.07,58.0,md,earthquake,"M 1.3 - 8km NNE of Boonville, CA"
-0.28,"9 km WNW of Dutch Harbor, Alaska",1653489918880,1653531876610,,https://earthquake.usgs.gov/earthquakes/eventpage/av91060133,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91060133&format=geojson,,,,,reviewed,0,0,av,91060133,",av91060133,",",av,",",origin,phase-data,",5.0,,0.12,127.0,ml,earthquake,"M -0.3 - 9 km WNW of Dutch Harbor, Alaska"
0.6,"20 km NNE of Sutcliffe, Nevada",1653489838431,1653532797625,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00839580,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00839580&format=geojson,,,,,reviewed,0,6,nn,00839580,",nn00839580,",",nn,",",origin,phase-data,",4.0,0.212,0.0324,243.09,ml,earthquake,"M 0.6 - 20 km NNE of Sutcliffe, Nevada"
0.11,"3km SE of The Geysers, CA",1653489707970,1653500115858,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73737791,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73737791&format=geojson,,,,,reviewed,0,0,nc,73737791,",nc73737791,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",9.0,0.008628,0.02,73.0,md,earthquake,"M 0.1 - 3km SE of The Geysers, CA"
-0.52,"8 km WSW of Unalaska, Alaska",1653489343540,1653532221910,,https://earthquake.usgs.gov/earthquakes/eventpage/av91060138,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91060138&format=geojson,,,,,reviewed,0,0,av,91060138,",av91060138,",",av,",",origin,phase-data,",6.0,,0.17,160.0,ml,earthquake,"M -0.5 - 8 km WSW of Unalaska, Alaska"
1.3,"128 km WNW of Yakutat, Alaska",1653489181571,1653498607599,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0226o1ggtk,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0226o1ggtk&format=geojson,,,,,automatic,0,26,ak,0226o1ggtk,",ak0226o1ggtk,",",ak,",",origin,phase-data,",,,0.89,,ml,ice quake,"M 1.3 Ice Quake - 128 km WNW of Yakutat, Alaska"
